D5,1,9
E4,2,35
D5,1,9
A5,2,12
D5,1,9
B5,2,7
D5,1,7
C5,2,14
D5,1,7
E5,2,27
D5,1,7
root,0,18
E5,1,Infinity
A1,2,6
E5,1,6
B1,2,10
E5,1,6
A2,2,6
E5,1,6
B2,2,14
E5,1,6
A3,2,-2
E5,1,-2
E3,2,23
E5,1,-2
A4,2,6
E5,1,-2
B4,2,14
E5,1,-2
E4,2,24
E5,1,-2
A5,2,1
E5,1,-2
B5,2,-4
E5,1,-4
C5,2,3
E5,1,-4
D5,2,5
E5,1,-4
root,0,18
root,0,-Infinity
A1,1,Infinity
B1,2,-18
A1,1,-18
A2,2,-22
A1,1,-22
B2,2,26
A1,1,-22
E3,2,35
A1,1,-22
A4,2,18
A1,1,-22
B4,2,26
A1,1,-22
E4,2,36
A1,1,-22
A5,2,13
A1,1,-22
C5,2,15
A1,1,-22
D5,2,17
A1,1,-22
E5,2,28
A1,1,-22
root,0,-22
B1,1,Infinity
A1,2,14
B1,1,14
A2,2,14
B1,1,14
B2,2,22
B1,1,14
E3,2,31
B1,1,14
A4,2,14
B1,1,14
B4,2,22
B1,1,14
E4,2,32
B1,1,14
A5,2,9
B1,1,9
C5,2,11
B1,1,9
D5,2,13
B1,1,9
E5,2,24
B1,1,9
root,0,9
A2,1,Infinity
A1,2,18
A2,1,18
B1,2,22
A2,1,18
B2,2,26
A2,1,18
E3,2,35
A2,1,18
A4,2,18
A2,1,18
B4,2,26
A2,1,18
E4,2,36
A2,1,18
A5,2,13
A2,1,13
C5,2,15
A2,1,13
D5,2,17
A2,1,13
E5,2,28
A2,1,13
root,0,13
B2,1,Infinity
A1,2,10
B2,1,10
B1,2,-10
B2,1,-10
A2,2,-14
B2,1,-14
E3,2,27
B2,1,-14
A4,2,10
B2,1,-14
B4,2,18
B2,1,-14
E4,2,28
B2,1,-14
A5,2,5
B2,1,-14
C5,2,7
B2,1,-14
D5,2,9
B2,1,-14
E5,2,20
B2,1,-14
root,0,13
E3,1,Infinity
A1,2,15
E3,1,15
B1,2,19
E3,1,15
A2,2,15
E3,1,15
B2,2,23
E3,1,15
A4,2,15
E3,1,15
B4,2,23
E3,1,15
E4,2,33
E3,1,15
A5,2,10
E3,1,10
C5,2,12
E3,1,10
D5,2,14
E3,1,10
E5,2,25
E3,1,10
root,0,13
A4,1,Infinity
A1,2,18
A4,1,18
B1,2,22
A4,1,18
A2,2,18
A4,1,18
B2,2,26
A4,1,18
E3,2,35
A4,1,18
B4,2,26
A4,1,18
E4,2,36
A4,1,18
A5,2,13
A4,1,13
C5,2,15
A4,1,13
D5,2,17
A4,1,13
E5,2,28
A4,1,13
root,0,13
B4,1,Infinity
A1,2,10
B4,1,10
B1,2,14
B4,1,10
A2,2,10
B4,1,10
B2,2,18
B4,1,10
E3,2,27
B4,1,10
A4,2,-14
B4,1,-14
E4,2,28
B4,1,-14
A5,2,5
B4,1,-14
C5,2,7
B4,1,-14
D5,2,9
B4,1,-14
E5,2,20
B4,1,-14
root,0,13
E4,1,Infinity
A1,2,0
E4,1,0
B1,2,4
E4,1,0
A2,2,0
E4,1,0
B2,2,8
E4,1,0
E3,2,13
E4,1,0
A4,2,0
E4,1,0
B4,2,8
E4,1,0
A5,2,-5
E4,1,-5
C5,2,-3
E4,1,-5
D5,2,-1
E4,1,-5
E5,2,10
E4,1,-5
root,0,13
A5,1,Infinity
A1,2,23
A5,1,23
B1,2,27
A5,1,23
A2,2,23
A5,1,23
B2,2,31
A5,1,23
E3,2,40
A5,1,23
A4,2,-27
A5,1,-27
B4,2,31
A5,1,-27
E4,2,41
A5,1,-27
C5,2,20
A5,1,-27
D5,2,22
A5,1,-27
E5,2,33
A5,1,-27
root,0,13
C5,1,Infinity
A1,2,21
C5,1,21
B1,2,25
C5,1,21
A2,2,21
C5,1,21
B2,2,29
C5,1,21
E3,2,38
C5,1,21
A4,2,21
C5,1,21
B4,2,29
C5,1,21
E4,2,39
C5,1,21
A5,2,16
C5,1,16
D5,2,20
C5,1,16
E5,2,31
C5,1,16
root,0,16
D5,1,Infinity
A1,2,19
D5,1,19
B1,2,23
D5,1,19
A2,2,19
D5,1,19
B2,2,27
D5,1,19
E3,2,36
D5,1,19
A4,2,19
D5,1,19
B4,2,27
D5,1,19
E4,2,37
D5,1,19
A5,2,14
D5,1,14
C5,2,16
D5,1,14
E5,2,29
D5,1,14
root,0,16
E5,1,Infinity
A1,2,8
E5,1,8
B1,2,12
E5,1,8
A2,2,8
E5,1,8
B2,2,16
E5,1,8
E3,2,25
E5,1,8
A4,2,8
E5,1,8
B4,2,16
E5,1,8
E4,2,26
E5,1,8
A5,2,3
E5,1,3
C5,2,5
E5,1,3
D5,2,7
E5,1,3
root,0,16
root,0,-Infinity
A1,1,Infinity
B1,2,-20
A1,1,-20
A2,2,-24
A1,1,-24
B2,2,24
A1,1,-24
E3,2,33
A1,1,-24
A4,2,16
A1,1,-24
B4,2,24
A1,1,-24
E4,2,34
A1,1,-24
D5,2,15
A1,1,-24
E5,2,26
A1,1,-24
root,0,-24
B1,1,Infinity
A1,2,12
B1,1,12
A2,2,12
B1,1,12
B2,2,20
B1,1,12
E3,2,29
B1,1,12
A4,2,12
B1,1,12
B4,2,20
B1,1,12
E4,2,30
B1,1,12
D5,2,11
B1,1,11
E5,2,22
B1,1,11
root,0,11
A2,1,Infinity
A1,2,16
A2,1,16
B1,2,20
A2,1,16
B2,2,24
A2,1,16
E3,2,33
A2,1,16
A4,2,16
A2,1,16
B4,2,24
A2,1,16
E4,2,34
A2,1,16
D5,2,15
A2,1,15
E5,2,26
A2,1,15
root,0,15
B2,1,Infinity
A1,2,8
B2,1,8
B1,2,-12
B2,1,-12
A2,2,-16
B2,1,-16
E3,2,25
B2,1,-16
A4,2,8
B2,1,-16
B4,2,16
B2,1,-16
E4,2,26
B2,1,-16
D5,2,7
B2,1,-16
E5,2,18
B2,1,-16
root,0,15
E3,1,Infinity
A1,2,13
E3,1,13
B1,2,17
E3,1,13
A2,2,13
E3,1,13
B2,2,21
E3,1,13
A4,2,13
E3,1,13
B4,2,21
E3,1,13
E4,2,31
E3,1,13
D5,2,12
E3,1,12
E5,2,23
E3,1,12
root,0,15
A4,1,Infinity
A1,2,16
A4,1,16
B1,2,20
A4,1,16
A2,2,16
A4,1,16
B2,2,24
A4,1,16
E3,2,33
A4,1,16
B4,2,24
A4,1,16
E4,2,34
A4,1,16
D5,2,15
A4,1,15
E5,2,26
A4,1,15
root,0,15
B4,1,Infinity
A1,2,8
B4,1,8
B1,2,12
B4,1,8
A2,2,8
B4,1,8
B2,2,16
B4,1,8
E3,2,25
B4,1,8
A4,2,-16
B4,1,-16
E4,2,26
B4,1,-16
D5,2,7
B4,1,-16
E5,2,18
B4,1,-16
root,0,15
E4,1,Infinity
A1,2,-2
E4,1,-2
B1,2,2
E4,1,-2
A2,2,-2
E4,1,-2
B2,2,6
E4,1,-2
E3,2,11
E4,1,-2
A4,2,-2
E4,1,-2
B4,2,6
E4,1,-2
D5,2,-3
E4,1,-3
E5,2,8
E4,1,-3
root,0,15
D5,1,Infinity
A1,2,17
D5,1,17
B1,2,21
D5,1,17
A2,2,17
D5,1,17
B2,2,25
D5,1,17
E3,2,34
D5,1,17
A4,2,17
D5,1,17
B4,2,25
D5,1,17
E4,2,35
D5,1,17
E5,2,27
D5,1,17
root,0,17
E5,1,Infinity
A1,2,6
E5,1,6
B1,2,10
E5,1,6
A2,2,6
E5,1,6
B2,2,14
E5,1,6
E3,2,23
E5,1,6
A4,2,6
E5,1,6
B4,2,14
E5,1,6
E4,2,24
E5,1,6
D5,2,5
E5,1,5
root,0,17
root,0,-Infinity
B1,1,Infinity
A2,2,13
B1,1,13
B2,2,21
B1,1,13
E3,2,30
B1,1,13
A4,2,13
B1,1,13
B4,2,21
B1,1,13
E4,2,31
B1,1,13
E5,2,23
B1,1,13
root,0,13
A2,1,Infinity
B1,2,21
A2,1,21
B2,2,25
A2,1,21
E3,2,34
A2,1,21
A4,2,17
A2,1,17
B4,2,25
A2,1,17
E4,2,35
A2,1,17
E5,2,27
A2,1,17
root,0,17
B2,1,Infinity
B1,2,-11
B2,1,-11
A2,2,-15
B2,1,-15
E3,2,26
B2,1,-15
A4,2,9
B2,1,-15
B4,2,17
B2,1,-15
E4,2,27
B2,1,-15
E5,2,19
B2,1,-15
root,0,17
E3,1,Infinity
B1,2,18
E3,1,18
A2,2,14
E3,1,14
B2,2,22
E3,1,14
A4,2,14
E3,1,14
B4,2,22
E3,1,14
E4,2,32
E3,1,14
E5,2,24
E3,1,14
root,0,17
A4,1,Infinity
B1,2,21
A4,1,21
A2,2,17
A4,1,17
B2,2,25
A4,1,17
E3,2,34
A4,1,17
B4,2,25
A4,1,17
E4,2,35
A4,1,17
E5,2,27
A4,1,17
root,0,17
B4,1,Infinity
B1,2,13
B4,1,13
A2,2,9
B4,1,9
B2,2,17
B4,1,9
E3,2,26
B4,1,9
A4,2,-15
B4,1,-15
E4,2,27
B4,1,-15
E5,2,19
B4,1,-15
root,0,17
E4,1,Infinity
B1,2,3
E4,1,3
A2,2,-1
E4,1,-1
B2,2,7
E4,1,-1
E3,2,12
E4,1,-1
A4,2,-1
E4,1,-1
B4,2,7
E4,1,-1
E5,2,9
E4,1,-1
root,0,17
E5,1,Infinity
B1,2,11
E5,1,11
A2,2,7
E5,1,7
B2,2,15
E5,1,7
E3,2,24
E5,1,7
A4,2,7
E5,1,7
B4,2,15
E5,1,7
E4,2,25
E5,1,7
root,0,17
root,0,-Infinity
B1,1,Infinity
B2,2,21
B1,1,21
E3,2,30
B1,1,21
B4,2,-155
B1,1,-155
E4,2,31
B1,1,-155
E5,2,23
B1,1,-155
root,0,-155
B2,1,Infinity
B1,2,-11
B2,1,-11
E3,2,26
B2,1,-11
B4,2,-159
B2,1,-159
E4,2,27
B2,1,-159
E5,2,19
B2,1,-159
root,0,-155
E3,1,Infinity
B1,2,18
E3,1,18
B2,2,22
E3,1,18
B4,2,-154
E3,1,-154
E4,2,32
E3,1,-154
E5,2,24
E3,1,-154
root,0,-154
B4,1,Infinity
B1,2,53
B4,1,53
B2,2,57
B4,1,53
E3,2,66
B4,1,53
E4,2,67
B4,1,53
E5,2,59
B4,1,53
root,0,53
E4,1,Infinity
B1,2,3
E4,1,3
B2,2,7
E4,1,3
E3,2,12
E4,1,3
B4,2,-169
E4,1,-169
E5,2,9
E4,1,-169
root,0,53
E5,1,Infinity
B1,2,11
E5,1,11
B2,2,15
E5,1,11
E3,2,24
E5,1,11
B4,2,-161
E5,1,-161
E4,2,25
E5,1,-161
root,0,53
root,0,-Infinity
B2,1,Infinity
E3,2,94
B2,1,94
E4,2,95
B2,1,94
E5,2,87
B2,1,87
root,0,87
E3,1,Infinity
B2,2,-82
E3,1,-82
E4,2,68
E3,1,-82
E5,2,60
E3,1,-82
root,0,87
E4,1,Infinity
B2,2,-97
E4,1,-97
E3,2,48
E4,1,-97
E5,2,45
E4,1,-97
root,0,87
E5,1,Infinity
B2,2,-89
E5,1,-89
E3,2,60
E5,1,-89
E4,2,61
E5,1,-89
root,0,87
root,0,-Infinity
E3,1,Infinity
E4,2,88
E3,1,88
root,0,88
E4,1,Infinity
E3,2,102
E4,1,102
root,0,102
